,MAE,RMSE,MAPE,MASE
Seasonal Naive,0.5046585093391582,0.752581123664254,65.67478080763685,0.7627312220832981
ARIMA,0.6219134687089962,0.7253891385707326,116.51956685605718,0.9399481257922959
SARIMA,1.6348709961749275,1.8864121758095376,331.2685720530231,2.4709127653349663
LSTM,0.4350921583138466,0.5917516787361192,62.944993595054164,0.6575899692331414
GRU,0.4802207723501177,0.6247533766813713,75.25485905091449,0.7257964936408725
